judul_film,ringkasan_sinopsis,genre
Ada kamu aku ada,Stella (Bunga Citra Lestari) gadis cantik dari Padang memilih ikut kakaknya Tasya (Inne Azsi) yang kuliah di Jakarta. Stella menjalin hubungan dengan Damian (Rama Michael) putra mahkota keluarga kaya Guntara. Sebagai pacar Damian Stella adalah bintang di setiap pesta kalangan jetset. Meskipun Damian sering membohonginya Stella tak peduli asal ia mendapatkan apa yang ia inginkan. Lalu Stella bertemu Elang (Andhika Pratama) seorang gitaris yang sedang membantu temannya merekam album musik. Pada hari wisuda Tasya Elang mengajak Stella naik panggung. Stella bersedia menyanyi untuk pertama kalinya dan kemudian Elang mengungkapkan perasaannya. Stella senang pada Elang yang membuatnya merasa nyaman tapi ia tak berani memutuskan hubungan dengan Damian. Elang tak keberatan menjadi orang kedua selama ia bisa bersama Stella. Sebenarnya ini susah bagi Elang karena ia cemburu setiap melihat Stella bersama Damian.,Romantis
Ayat Ayat Adinda,Memiliki suara merdu tak lantas membuat Adinda (Tissa Biani) mudah menjadi anggota tim qasidah sekolahnya. Faisal (Surya Saputra) ayah Adinda melarangnya. Faisal dengan tegas meminta Adinda untuk fokus sekolah. Keluarga Adinda tak pernah menetap lama di satu tempat. Mereka sering berpindah-pindah dan dikucilkan di manapun mereka tinggal. Perlahan Adinda mulai paham. Keluarganya dianggap sesat. Walau Adinda sendiri tak mengerti apa itu sesat. Terdorong oleh keinginan menjadikan keluarganya dibanggakan dan dihormati oleh orang lain Adinda bertekad ikut lomba MTQ dan menjadi pemenang lomba tersebut. Namun keinginan Adinda mendapat rintangan. Keberadaan Faisal mulai terusik. Faisal mengultimatum istri dan anaknya agar tak bertingkah macam-macam yang membuat mereka menjadi sorotan. Salah sedikit bukan hanya terusir dari kampung keselamatan keluarga mereka pun terancam.,Romantis
Ayat ayat cinta,Ini adalah kisah cinta. Namun bukan hanya kisah cinta yang sederhana. Ini tentang bagaimana menangani masalah hidup dan naik turun dengan cara Islami. Fahri bin Abdillah adalah seorang pelajar Indonesia yang mencoba meraih gelar masternya di Al-Azhar. Kelelahan dengan debu Mesir. Tinggal dengan berbagai target dan kesederhanaan hidup. Bertahan dengan menjadi penerjemah buku-buku agama. Semua target Fahri sangat bersemangat kecuali satu: menikah. Fahri adalah pria patuh yang begitu lurus. Dia tidak tahu pacaran sebelum menikah,Romantis
Cinta Anak Muda,Keluarga Ganda (Zainal Abidin dan Ida Kusumah) dengan satu anak Ari (Hudi Prayogo) yang sudah sarjana dan punya calon istri bernama Mia (Zarina Mir) kedatangan Ira (Nike Ardilla) yang dititipkan oleh ayahnya Karna (Pitrajaya Burnama) sahabat Ganda untuk tinggal bersama keluarga itu selama kepergiannya ke Singapura. Mulanya Ari menganggap Ira sebagai adik tetapi bagi Mia kehadiran Ira dianggap ancaman kelangsungan hubungannya dengan Ari. Mia lalu membujuk kakaknya Leo (James Sahertian) untuk menggaet Ira. Yang terjadi usaha perkosaan namun berhasil digagalkan Ari. Saat itulah Ari mulai jatuh cinta pada Ira. Mengetahui perkem-bangan hubungan anaknya Ganda tak setuju karena mengganggu bisnisnya dengan ayah Mia Brata (Muni Cader),Romantis
Cinta dari Wamena,Litius (Maximus Itlay) Tembi (Benyamin Lagowan) dan Martha (Madonna Marrey) adalah tiga sahabat yang tinggal di Wamena Papua. Mereka memiliki impian untuk bisa terus sekolah. Impian ini membawa mereka ke Wamena di mana mereka bisa bersekolah gratis. Tapi di sana persahabatan dan impian mereka diuji dengan gaya hidup permisif dan wabah AIDS yang melanda remaja Papua. Perjalanan hidup mereka pun membawa mereka ke arah dan tempat yang berbeda mulai dari Papua sampai Jakarta di mana pertemuan dengan seorang musisi (Nicholas Saputra) membuat Litius mencari lagi persahabatan yang hilang.,Romantis
Cinta pertama,Alya yang sudah bertunangan dengan Abi masih menyimpan nyala untuk romansa sekolah menengah. Alya tidak mencintai Abi dan lebih menyukai Sunny yang merupakan cinta pertamanya. Sayangnya cinta itu tidak terucap terutama dalam kasus Alya yang menyimpan perasaannya untuk dirinya sendiri. Pada akhirnya semua yang tersisa dari perasaan mereka adalah ukiran nama mereka di dinding sekolah sebelum mereka berpisah. Kemudian Alya mengontrak kanker otak. Ini adalah ketika Abi membaca buku harian Alya yang mengungkapkan semua perasaannya. Kemudian Abi berhasil menemukan Sunny yang sudah menikah. Tapi reuni terjadi dan Sunny dan Alya diberi kesempatan untuk menyelesaikan cerita yang ditunda.,Romantis
Cinta setaman,"Film ini mengisahkan 8 cerita yaitu, kisah anak kecil yang selalu bekerja keras seharian demi hanya sebotol air bersih dan sepasang sepatu roda, kisah kakak beradik penjual dvd bajakan yang mulai berseteru lantaran sang adik mulai keranjingan minum kopi starbucks, kisah anak seorang psk yang mulai terpikat dengan sorang lelaki namun lelaki itu guru PMP nya, kisah orang Jepang yang haus mencari cinta sejati dan bertemu seorang gadis pemandu karaoke, kisah seorang sutradara televisi, yang bergaji kecil mencari pelepasan dari tekanan isteri dan atasan kantornya, Kisah seorang ibu kepala sekolah taman kanak-kanak yang berusaha menjalani kaidah Islam yang di yakininya di tengah-tengah segala himpitan hal-hal duniawi, kisah mantan sopir dari sorang asing yang justru punya masalah besar setelah ia menerima hadiah berharga kenang-kenangan dari sang boss, Kisah seorang wanita pedagang kain, yang saat impian hidupnya naik haji bisa di topang oleh sang anak satu-satunya, ia malah menemukan sebuah kenyataan lain…",Romantis
Cinta tapi beda,Cahyo cowok ganteng asal Yogja bekerja sebagai chef di Jakarta. Ia anak pasangan Fadholi dan Munawaroh keluarga muslim yang taat beribadah. Cahyo berusaha lepas dari kesedihan setelah ditinggal selingkuh sang kekasih Mitha. Diana gadis asal Padang. Perempuan berparas sangat Indonesia mahasiswa jurusan seni tari. Ia tinggal bersama om dan tantenya di Jakarta. Keluarga Diana penganut Katolik taat. Cahyo dan Diana bertemu di pertunjukan tari kontemporer di Jakarta. Mereka memutuskan berpacaran walaupun berbeda keyakinan. Mereka bahkan serius melanjutkan hubungan hingga jenjang pernikahan. Diana was-was ketika Cahyo mengajaknya menemui orangtuanya. Ibu Cahyo bisa memahami cinta anaknya tetapi tidak Pak Fadholi. Sampai kapan pun Pak Fadholi tidak akan merestui Cahyo. Bila Cahyo memaksa Pak Fadholi memilih memutus ikatan tali keluarga. Ternyata tidak mudah bagi Cahyo dan Diana menjalani cinta beda keyakinan. Ibu Diana juga keberatan dengan pilihan putrinya. Kakak-kakak Diana termasuk om dan tantenya telah meninggalkan keyakinan mereka. Ibu Diana memaksa Diana mengikuti kehendaknya. Itu sebabnya Diana akhirnya memilih kembali ke Padang dan menerima perjodohan dengan dokter Oka lelaki pilihan ibunya dan seiman. Ia coba tutup hatinya untuk Cahyo. Cahyo melewati masa terburuk dalam hidupnya. Cahyo berkesimpulan bahwa Diana tak ada bedanya dengan Mitha yang lari ke pelukan laki-laki lain. Di Padang Diana berusaha mencintai Oka dan Oka berusaha membantunya melupakan Cahyo. Saat pernikahannya di Gereja Oka tidak tahan melihat Diana nangis namun Oka mengambil kebijakan untuk menyuruh Diana kembali kepada Cahyo. Dan pada akhirnya mereka bersama.,Romantis
7 Hari 24 Jam,Pasangan kekuatan tidak memiliki kemewahan waktu berkualitas. Tyo (Lukman Sardi) adalah sutradara film yang sukses dan istrinya Tania (Dian Sastrowardoyo) adalah seorang manajer di sebuah perusahaan keuangan bergengsi yang kariernya berada di jalur ke atas. Dengan keduanya mengabdikan diri untuk karir mereka mereka nyaris tidak memiliki waktu untuk satu sama lain dan anak perempuan mereka yang berumur 5 tahun. Tetapi ketika Tyo tiba-tiba pingsan di set film dia dilarikan ke rumah sakit dan didiagnosis dengan Hepatitis A. Tania tidak dapat mengambil cuti kerja karena dia sedang dipertimbangkan untuk promosi yang sangat penting jadi dia mencoba untuk menyulap tuntutan pekerjaannya dan merawat anaknya dan Tyo di rumah sakit. Setelah tiga hari mencoba melakukan semuanya sendiri Tania ambruk karena kelelahan menyebabkan dia menjadi teman sekamar Tyo di rumah sakit. Sekarang bersama 24/7 tampaknya Tyo dan Tania dapat menghabiskan waktu berkualitas yang tidak pernah mereka miliki sebelumnya. Tetapi ketika rahasia di antara pasangan itu mulai muncul dari rekan kerja dan atasan mereka apakah pernikahan Tyo dan Tania akan berubah menjadi perang habis-habisan?,Romantis
Ada Apa dengan Cinta?,Seorang gadis yang populer harus memilih apakah ia ingin tetap menjadi bagian dari klik atau jatuh untuk anak lelaki yang suka membaca sastra di sekolahnya.,Romantis
Bintang jatuh,Film ini menceritakan tentang seorang pemuda bernama Aira (Daniel Arizona) yang pernah bermimpi bertemu gadis impiannya yang mengenakan syal merah yang harum. Dan tibalah Aira di kampus barunya dengan diawali perjumpaan dengan seorang mahasiswi bernama Selly (Marcella Zalianty) yang saat itu memakai syal yang persis dengan yang dipakai gadis dalam mimpinya. Jadilah Aira mengejar-ngejar Selly meski saat itu sahabatnya—Donna (Dian Sastrowardoyo)—sedang menaruh perhatian padanya. Meski Aira yakin bahwa Selly adalah gadis dalam mimpinya ternyata keyakinannya itu terbantah di satu malam saat ia mendengar sahabatnya Donna yang tengah duduk sendiri di sebuah bangku di pengujung malam berujar pada bintang [i]Bintang .. kalo memang kamu bisa mengabulkan keinginan seseorang aku mau malam ini ada Aira di sini ..'[/i],Romantis
Biola tak berdawai,Biola tak berdawai mengisahkan tentang renjani (ria irawan) yang merupakan seorang penari balet berbakat namun harus segera melupakan mimpinya menjadi penari balet. Hal tersebut tak lepas karena pengalaman buruk yang dialami oleh renjani. Renjani menjadi korban pemerkosaan dan hamil karenanya. Akhirnya renjani kemudian memutuskan untuk mengaborsi kandungannya tersebut. Untuk bisa melupakan masa lalunya yang pahit renjani memutuskan untuk pergi dan tinggal di Yogyakarta. Di sana ia tinggal bersama neneknya sendiri. Berkat pengalaman masa lalunya yang getir renjani dengan dibantu oleh mba wid (jajang c. Noer) mendirikan sebuah rumah asuh untuk anak-anak yang selama ini tidak pernah urus dan terpinggirkan. Di rumah asuh tersebut perlahan renjani kembali menemukan semangat dan harapan hidupnya yang selama ini hilang ditelan oleh masa lalunya. Dan ditambah ada satu anak asuh disana yang bernama dewa (dicky lebrianto) yang merupakan anak cacat namun sudah dianggap anak sendiri oleh dewa. Kecacatan yang dewa alami membuatnya tidak bisa seperti anak lain yang bisa menangkap respon. Meski sudah menginjak usia delapan tahun dewa masih kesulitan untuk bisa berkomunikasi. Hingga suatu ketika dewa membongkar perlatan balet yang dimiliki renjani. Mengikuti intuisinya renjani kembali menari balet di depan dewa. Tak disangka tarian balet tersebut membuat dewa perlahan mulai bisa menangkap respon. Hal tersebut membuat renjani mengajak dewa ke sebuah pertunjukan music. Disanalah mereka beruda bertemu dengan bhisma (nicholas saputra) seorang pemain biola muda yang berbakat. Ternyata permainan biola dari bhisma sangat menarik perhatian dari dewa. Hingga akhirnya renjani dan dewa saling berkenalan. Diawali dengan sebuah rasa simpati akhirnya bhisma mau membantu renjani untuk bisa perlahan menyembuhkan dewa. Mereka berdua membuat sebuah kolaborasi yaitu renjani menari balet sedangkan bhisma akan bermain biola. Tak disangka dewa merespon banyak atas kolaborasi tersebut. Hal tersebut membuat bhisma ingin membuat suatu karya untuk dewa. Suatu karya yang kemudian menjadi persembahan terakhir untuk renjani. Sebuah karya yang berjudul “biola tak berdawai“.,Romantis
Cin(T)a,Cina dan Annisa mencintai Tuhan dan Tuhan mencintai mereka berdua. Tetapi Cina dan Annisa tidak dapat saling mencintai karena mereka memanggil Tuhan dengan nama yang berbeda,Romantis
Cinta Di Langit Taj Mahal,Film ini menceritakan mengenai cinta di langit India,Romantis
Cinta Selamanya,Film ini menceritakan mengenai kekuatan cinta,Romantis
Critical Eleven,Ale dan Anya pertama kali bertemu dalam penerbangan dari Jakarta ke Sydney. Anya terpikat pada tiga menit pertama tujuh jam kemudian mereka duduk berdampingan dan saling mengenal melalui percakapan dan tawa dan delapan menit sebelum memisahkan Ale yakin dia menginginkan Anya.,Romantis
Dear Love,Film ini bercerita tentang seorang gadis bernama Rayya (Mentari De Marelle) yang sejak kecil bersahabat dengan Nico (Dimas Aditya). keduanya saling menjaga hingga dewasa terutama Nico kepada Rayya. Alasannya karena Rayya memiliki penyakit lemah jantung yang membuat dirinya mudah pingsan. Dengan perhatian yang besar dari Nico Rayya menjadi ketergantungan dengan sahabatnya itu. Bagi Rayya ibunya (Wanda Hamidah) yang menjadi orang pertama yang dianggap orang terpenting dalam hidupanya dan kedua adalah Nico. Nico mengetahui semua rahasia Rayya dari apapun termasuk siapa saja lelaki yang pernah mendekatinya. Rayya yang suka menyimpan rahasia dan menyimpannya dalam sebuah kotak cantik yang berukir hati yang dia namakan ‘Whisper’. Di mana tersimpan surat-surat cinta Rayya yang ditulisnya untuk lelaki yang diidamkannya. Suatu ketika Rayya dikejutkan oleh kehadiran para lelaki yang hadir secara bersamaan tanpa diundang yaitu Mike (Delano Daniel) Cello (Eza Gionino) dan mantan kekasih Raya bernama Addin (Billy Davidson). Namun di samping itu sosok Nico menghilang secara tiba-tiba sejak saat itu. Saat itulah Rayya merasa bahwa perasaan membutuhkan yang ia miliki terhadap Nico selama 15 tahun ternyata adalah cinta.,Romantis
Dear Nathan,Disekolah barunya Salma (Amanda Rawles) hanya ingin belajar dan meraih prestasi ia merupakan murid pindahan sehingga selektif memilih teman. Suatu ketika Salma terlambat masuk sekolah dan seorang siswa menolongnya masuk dan terhindar dari hukuman. Salma akhirnya mengetahui bahwa yang menolongnya adalah Nathan (Jefri Nichol) yang merupakan murid paling nakal disekolah. Salma yang pintar selalu berusaha menghindari Nathan tetapi Nathan yang berandal justru mengejar cinta Salma. Berbagai macam cara digunakan Salma untuk menghindari Nathan.,Romantis
Dear Nathan Hello Salma,Bagi Nathan (Jefri Nichol) dan Salma (Amanda Rawles) tidak ada yang lebih indah selain cinta mereka tetapi Ayah Salma melarang hubungan mereka dan Salma dijodohkan dengan Ridho (Devano Danendra). Apalagi ketika Nathan berkelahi yang membuat mereka salah paham dan Nathan pindah sekolah hingga akhirnya Salma memutuskan hubungan Nathan. Nathan bertemu dengan Rebeca (Susan Sameh) yang jatuh cinta dengan Nathan. Salma yang tertekan oleh Ayahnya gara-gara gagal amasuk UI bertemu Rebeca yang membantunya keluar dari keputusasaannya. Tetapi pertemuannya dengan Rebeca justru membuatnya bertemu kembali dengan Nathan.,Romantis
Di dadaku ada cinta,Marita Cendrawasih mahasiswi tingkat pertama jurusan Sastra Cina dijodohkan orang tuanya pada Arsana Dipayana lulusan Amerika Serikat sebagai pengikat hubungan karena Susanto orang tua Marita berhutang budi pada orang tua Arsana. Peristiwa mulai di Bali tempat Arsana. Sifat Arsana sangat tidak mengundang simpati. Kebetulan karena sebuah kecelakaan di pantai dan pertengkaran Marita-Arsana di jalan ia berkenalan dengan Bob Ridwan mahasiswa sambil bekerja yang lebih tampak menekuni hobinya berselancar daripada pekerjaan atau kuliahnya. Perkenalan ini berlanjut terus hingga membuat Susanto maupun Arsana tak senang. Kenekatan Marita tidak ditanggapi oleh Bob. Ia ingin jalan lurus saja. Akhirnya jalan itupun terbuka sesudah Susanto tahu siapa Bob apalagi setelah suami putri pertamanya menghamili pembantunya.,Romantis
From Bandung with Love,"Vega alias Vey seorang mahasiswa bekerja sebagai penyiar radio dan copywriter. Dia memiliki acara radionya sendiri yang membahas tentang cinta ""From Bandung With Love"". Dalam satu pertunjukan dia berteori bahwa 10 dari 11 pria tidak setia. Teori ini kemudian dikonfirmasi ketika Wulan teman Vega ditipu oleh pacarnya. Vega ingin menguji teorinya tentang Ryan seorang direktur kreatif yang dikenal sebagai playboy. Vega memberi dirinya satu minggu sebelum acara radio berikutnya untuk bertemu Ryan dan mengumpulkan informasi dari sudut pandang pria yang tidak setia. Tapi kemudian Vega jatuh cinta pada Ryan karena dia benar-benar tahu bagaimana memperlakukan seorang wanita bakat yang Dion pacar Vega tidak miliki. Segera Vega menyadari bahwa dia adalah orang yang tidak setia.",Romantis
Gita cinta dari SMA,Film ini menceritakan mengenai cinta pemuda pemudi SMA,Romantis
Hanum & Rangga: Faith & The City,Film ini menceritakan mengenai hanum dan rangga yang saling mencintai dalam ikatan Islami,Romantis
